Rk;Player;Pos;Age;Tm;G;GS;MP;FG;FGA;FG%;3P;3PA;3P%;2P;2PA;2P%;eFG%;FT;FTA;FT%;ORB;DRB;TRB;AST;STL;BLK;TOV;PF;PTS
390;Trey Murphy III;SF;21;NOP;36;0;12.8;1.2;3.7;0.328;0.9;2.7;0.34;0.3;1;0.297;0.451;0.4;0.5;0.824;0.7;1.4;2.1;0.6;0.3;0.1;0.3;0.9;3.8
391;Dejounte Murray;PG;25;SAS;41;41;34.3;8;17.9;0.45;1.4;4.3;0.326;6.7;13.6;0.488;0.488;1.8;2.5;0.733;1.3;7.1;8.5;8.9;2;0.4;2.4;2;19.3
392;Mike Muscala;C;30;OKC;38;0;13.5;2.6;5.6;0.465;1.6;3.7;0.439;1;1.9;0.514;0.608;1.2;1.3;0.88;0.4;2.5;2.9;0.5;0.4;0.6;0.3;1.3;8
393;Svi Mykhailiuk;SF;24;TOR;38;5;16.9;2.2;5.3;0.408;0.9;2.9;0.315;1.2;2.4;0.522;0.495;0.7;0.8;0.844;0.5;1.8;2.3;1.1;0.6;0.1;0.7;1.2;5.9
394;Abdel Nader;SF;28;PHO;14;0;10.4;0.9;2.5;0.343;0.3;1;0.286;0.6;1.5;0.381;0.4;0.4;0.7;0.6;0.3;1.6;1.9;0.5;0.6;0.3;0.8;1.4;2.4
395;Larry Nance Jr.;PF;29;POR;37;11;23.2;2.8;5.4;0.515;0.5;1.7;0.306;2.2;3.7;0.61;0.563;0.9;1.3;0.653;1.6;4.1;5.6;2;1;0.4;0.7;1.8;6.9
396;RJ Nembhard Jr.;SG;22;CLE;6;0;7;0.8;1.8;0.455;0;0.2;0;0.8;1.7;0.5;0.455;0.2;0.3;0.5;0;0.3;0.3;1.7;0;0;0.2;0.3;1.8
397;Aaron Nesmith;SF;22;BOS;31;1;10.7;1.2;3.3;0.373;0.5;2.2;0.235;0.7;1.1;0.647;0.451;0.3;0.4;0.818;0.3;1.5;1.7;0.4;0.3;0.1;0.6;1.3;3.3
398;Raul Neto;PG;29;WAS;39;0;20.1;3;6.7;0.448;0.4;1.7;0.227;2.6;5;0.523;0.477;1.1;1.5;0.759;0.2;1.9;2.1;2.6;0.7;0;1.3;1.6;7.5
399;Malik Newman;PG;24;CLE;1;0;8;3;5;0.6;0;1;0;3;4;0.75;0.6;2;2;1;0;1;1;1;0;0;1;0;8
400;Georges Niang;PF;28;PHI;41;5;23;3.4;8;0.433;2;5;0.386;1.5;2.9;0.513;0.555;0.9;1;0.878;0.4;2.3;2.7;1.4;0.5;0.2;0.7;2.7;9.7
401;Daishen Nix;SG;19;HOU;8;0;8.4;1.6;2.5;0.65;0.4;0.9;0.429;1.3;1.6;0.769;0.725;0.1;0.4;0.333;0.1;1.1;1.3;1.3;0.9;0;1.1;0.4;3.8
402;Zeke Nnaji;PF;21;DEN;28;0;14.9;2.1;4.3;0.479;0.9;1.9;0.472;1.2;2.4;0.485;0.583;1;1.6;0.63;1.1;2.2;3.4;0.3;0.3;0.3;0.3;1.8;6.1
403;Nerlens Noel;C;27;NYK;18;10;23;1.3;2.6;0.511;0;0.2;0;1.3;2.4;0.545;0.511;0.8;1;0.833;2.2;3.7;5.8;0.8;1.1;1.5;0.8;2.7;3.5
404;Jaylen Nowell;SG;22;MIN;30;0;14.3;3.1;6.5;0.48;0.9;2.3;0.371;2.3;4.2;0.54;0.546;1;1.4;0.707;0.3;1.8;2.1;2;0.6;0.2;0.5;1.1;8.1
405;Frank Ntilikina;PG;23;DAL;36;5;12.8;1.5;4.1;0.374;0.8;2.1;0.355;0.8;2;0.394;0.466;0.5;0.5;1;0.2;1.2;1.4;1.3;0.6;0.1;0.6;1.1;4.3
406;Jusuf Nurki?;C;27;POR;42;42;27.1;5.5;10.1;0.54;0.2;1;0.209;5.2;9.1;0.577;0.551;3.2;4.5;0.707;2.7;8.1;10.8;2.8;1.2;0.6;2.4;3.4;14.3
407;David Nwaba;SF;29;HOU;33;4;14.2;2;4.3;0.475;0.3;1.1;0.286;1.7;3.2;0.538;0.511;1;1.4;0.702;0.9;3;3.9;0.8;0.7;0.5;0.5;1.2;5.4
408;Jordan Nwora;SF;23;MIL;36;9;20.3;3.3;8;0.413;1.5;4.1;0.374;1.8;3.9;0.454;0.509;0.4;0.5;0.737;0.7;3.3;4;1;0.5;0.4;1.1;1.1;8.5
409;Royce O'Neale;SF;28;UTA;43;43;31.6;2.6;5.4;0.487;1.5;3.6;0.406;1.2;1.8;0.649;0.623;0.7;0.9;0.763;0.8;4.3;5.2;2.5;1.3;0.5;0.9;2.5;7.4
410;Semi Ojeleye;PF;27;MIL;17;0;17.1;0.9;3.9;0.224;0.5;2.3;0.231;0.4;1.6;0.214;0.291;0.5;0.6;0.818;1.5;1.9;3.4;0.3;0.3;0.3;0.3;1.5;2.8
411;Chuma Okeke;PF;23;ORL;36;10;23.5;2.8;7.7;0.361;1.3;4.5;0.278;1.5;3.2;0.478;0.442;0.8;0.9;0.848;0.6;3.9;4.5;1.3;1.4;0.4;0.8;1.4;7.6
412;Josh Okogie;SG;23;MIN;29;6;12.9;0.8;2.4;0.329;0.3;1.1;0.25;0.5;1.3;0.395;0.386;0.8;1.3;0.622;0.9;1.2;2;0.6;0.6;0.3;0.5;1.3;2.7
413;Onyeka Okongwu;C;21;ATL;13;6;24.7;3.8;5.1;0.758;0;0;0;3.8;5.1;0.758;0.758;1.8;2.6;0.706;2.4;3.8;6.2;1.2;0.7;1.8;1.3;3.5;9.5
414;Isaac Okoro;SF;21;CLE;31;25;28;3.2;7.1;0.452;0.8;2.8;0.302;2.4;4.4;0.548;0.511;1.7;2.4;0.73;1.1;2.2;3.2;1.8;0.8;0.3;1.1;2.5;9
415;KZ Okpala;PF;22;MIA;21;0;11.6;1.4;3.3;0.435;0.4;1.2;0.346;1;2;0.488;0.5;0.4;0.5;0.727;0.5;1.4;2;0.7;0.2;0.3;0.2;1.2;3.7
416;Cameron Oliver;SF;25;ATL;2;0;21.5;5;7.5;0.667;0.5;1.5;0.333;4.5;6;0.75;0.7;1;1.5;0.667;1;2;3;1.5;0.5;0.5;0;2.5;11.5
417;Kelly Olynyk;C;30;DET;12;1;22.6;4.5;10.1;0.446;1.3;4.3;0.314;3.2;5.8;0.543;0.512;2.3;3.6;0.628;1.4;4.1;5.5;2.8;1.3;0.7;1.5;2.8;12.6
418;Eugene Omoruyi;SF;24;DAL;4;0;4.5;0.5;1.3;0.4;0.3;0.5;0.5;0.3;0.8;0.333;0.5;0.5;1;0.5;0.5;1.3;1.8;0.5;0;0;0;0.5;1.8
419;Miye Oni;SG;24;UTA;16;0;2.8;0.1;0.6;0.222;0.1;0.5;0.125;0.1;0.1;1;0.278;0;0.1;0;0.1;0.4;0.4;0.3;0;0;0.1;0.4;0.3
420;Cedi Osman;SF;26;CLE;34;0;22.7;3.8;8.8;0.431;2;5.6;0.363;1.8;3.2;0.55;0.547;1.1;1.7;0.655;0.4;2.1;2.5;1.7;1;0.2;0.9;1.8;10.7
421;Daniel Oturu;C;22;TOR;3;0;9;1;2;0.5;0;0.3;0;1;1.7;0.6;0.5;1;1.7;0.6;0.3;1.3;1.7;0;0;0.7;0;0.3;3
422;Kelly Oubre Jr.;SF;26;CHO;42;10;28;6;13.3;0.453;2.8;7.7;0.367;3.2;5.6;0.573;0.56;1.5;2.4;0.657;1;2.9;3.9;1.2;1.2;0.4;1;2.4;16.4
423;Jaysean Paige;PG;27;DET;1;0;7;0;3;0;0;2;0;0;1;0;0;0;0;0;0;1;1;1;0;0;1;2;0
424;Trayvon Palmer;SG;27;DET;1;0;17;0;1;0;0;0;0;0;1;0;0;0;0;0;0;2;2;0;0;0;1;2;0
425;Kevin Pangos;PG;29;CLE;20;3;8.1;0.8;2.3;0.333;0.3;1.3;0.231;0.5;1;0.474;0.4;0.2;0.2;0.75;0.1;0.5;0.6;1.5;0.2;0;0.4;0.5;2
426;Jabari Parker;PF;26;BOS;12;0;9.3;1.5;3.2;0.474;0.7;1.3;0.5;0.8;1.8;0.455;0.579;0.8;0.8;1;0.4;1.9;2.3;0.5;0.3;0.1;0.7;1.1;4.4
427;Eric Paschall;PF;25;UTA;32;1;11.8;1.7;3.4;0.491;0.6;1.7;0.333;1.1;1.8;0.643;0.573;0.9;1.3;0.725;0.6;1.3;1.9;0.6;0.1;0.1;0.5;0.9;4.8
428;Chris Paul;PG;36;PHO;44;44;32.3;5.3;11.1;0.479;1;3;0.321;4.4;8.1;0.536;0.521;2.4;2.9;0.843;0.3;4;4.3;10;1.9;0.3;2.2;2.2;14
429;Cameron Payne;PG;27;PHO;39;0;20.7;4;9.9;0.404;1.1;3.4;0.331;2.9;6.5;0.443;0.461;1.4;1.6;0.873;0.4;2.4;2.8;3.6;0.6;0.3;1.8;1.9;10.5
430;Elfrid Payton;PG;27;PHO;24;0;11;1.5;3.7;0.404;0;0.2;0.2;1.5;3.5;0.417;0.41;0.3;0.6;0.533;0.5;1.5;1.9;1.8;0.5;0.1;1;1;3.4
431;Gary Payton II;PG;29;GSW;43;9;16.7;3.2;5.1;0.638;0.7;1.7;0.392;2.6;3.3;0.764;0.704;0.6;1;0.571;1.1;2.6;3.7;0.8;1.3;0.2;0.5;1.7;7.7
432;Norvel Pelle;C;28;UTA;3;0;6.3;1;1.7;0.6;0;0;0;1;1.7;0.6;0.6;0;0;0;1;1;2;0;0;0.3;0.7;0.3;2
433;Reggie Perry;PF;21;POR;2;0;20.5;2;4.5;0.444;0.5;1;0.5;1.5;3.5;0.429;0.5;1;1;1;1;2.5;3.5;1;0.5;0;0.5;3;5.5
434;Jamorko Pickett;PF;24;DET;6;0;7.8;0.2;1.7;0.1;0.2;1.2;0.143;0;0.5;0;0.15;0;0;0;0.3;1.2;1.5;0.2;0;0.2;0.5;0.5;0.5
435;Theo Pinson;SF;26;DAL;11;0;8.5;0.7;2.5;0.296;0.5;1.8;0.25;0.3;0.6;0.429;0.389;0.4;0.4;1;0;1.5;1.5;1.1;0.4;0.2;0.2;0.8;2.3
436;Mason Plumlee;C;31;CHO;37;37;24.7;2.9;4.6;0.632;0;0;0;2.9;4.6;0.635;0.632;0.8;2.1;0.359;2.2;4.8;7;2.7;0.8;0.8;1.2;3;6.6
437;Jakob Poeltl;C;26;SAS;38;37;28.9;5.7;9.5;0.594;0;0;0;5.7;9.5;0.594;0.594;1.1;2.7;0.426;4.1;5;9.1;2.7;0.7;1.6;1.6;3;12.4
438;Aleksej Pokusevski;PF;20;OKC;36;2;15.1;1.9;5.4;0.358;0.6;2.4;0.23;1.4;2.9;0.462;0.409;0.2;0.4;0.5;0.9;3.1;4;1.1;0.5;0.5;1.2;1.2;4.6
439;Yves Pons;SF;22;MEM;6;0;3.5;0.2;0.5;0.333;0.2;0.2;1;0;0.3;0;0.5;0;0.3;0;0.3;0.5;0.8;0;0;0;0;0.3;0.5
440;Jordan Poole;SG;22;GSW;40;32;29.3;5.7;13.2;0.433;2.4;7.2;0.336;3.3;5.9;0.553;0.526;2.8;3.1;0.904;0.3;2.7;3;3.3;0.8;0.3;2.4;2.7;16.7
441;Kevin Porter Jr.;PG;21;HOU;31;31;30.2;4.5;11.9;0.379;2;5.8;0.341;2.5;6.1;0.416;0.462;2.1;3.4;0.635;0.7;3.5;4.2;5.9;1.3;0.3;3.6;2.6;13.1
442;Michael Porter Jr.;SF;23;DEN;9;9;29.4;4.1;11.4;0.359;1.1;5.3;0.208;3;6.1;0.491;0.408;0.6;1;0.556;1;5.6;6.6;1.9;1.1;0.2;1.3;1.8;9.9
443;Otto Porter Jr.;PF;28;GSW;39;7;21.5;3.1;6.7;0.465;1.5;3.8;0.393;1.6;2.8;0.564;0.579;0.5;0.7;0.714;1;4.3;5.2;1.7;1.1;0.5;0.6;1.3;8.2
444;Bobby Portis;C;26;MIL;39;34;28.6;5.9;12.3;0.478;1.9;4.5;0.418;4;7.8;0.513;0.555;1.5;1.9;0.776;2.9;6.5;9.4;1.2;0.7;0.9;1.6;2.8;15.2
445;Kristaps Porzi??is;PF;26;DAL;30;30;30.4;7;15.3;0.455;1.5;5.2;0.29;5.5;10.1;0.539;0.504;4.7;5.3;0.881;2.1;5.9;8;2.2;0.8;1.7;1.6;2.4;20.1
446;Micah Potter;C;23;DET;3;0;10.3;1.7;3.7;0.455;0;0.7;0;1.7;3;0.556;0.455;0.7;0.7;1;1.3;1.7;3;0;0.3;0.3;0.3;1.3;4
447;Dwight Powell;C;30;DAL;46;39;20.2;2.7;4.2;0.632;0.3;0.6;0.414;2.4;3.6;0.671;0.663;1.5;2.1;0.722;2;2.5;4.5;1.1;0.4;0.3;0.7;2.3;7.1
448;Myles Powell;PG;24;PHI;9;0;5.1;0.6;1.8;0.313;0.1;0.6;0.2;0.4;1.2;0.364;0.344;0.2;0.2;1;0.1;0.4;0.6;0.3;0.1;0;0.3;0.7;1.4
449;Norman Powell;SF;28;POR;34;34;32.9;6.2;13.6;0.455;2.2;5.5;0.399;4;8.1;0.493;0.536;4;4.9;0.82;0.4;2.5;2.9;2.1;1;0.4;1.5;2.3;18.6
450;Joshua Primo;SG;19;SAS;20;4;13.5;1.5;3.9;0.377;0.7;2.1;0.341;0.8;1.8;0.417;0.468;0.5;0.6;0.833;0.4;1.2;1.6;1.3;0.4;0.5;0.9;0.9;4.1
451;Taurean Prince;PF;27;MIN;34;8;14.4;1.6;4;0.387;0.8;2.6;0.318;0.7;1.4;0.51;0.489;0.6;0.7;0.76;0.4;1.7;2.1;0.9;0.4;0.2;0.6;1.4;4.5
452;Payton Pritchard;SG;24;BOS;37;2;13.6;1.8;4.9;0.37;1.2;3.1;0.371;0.6;1.8;0.369;0.489;0.2;0.2;1;0.3;1.5;1.8;1.8;0.2;0.1;0.7;0.9;5
453;Trevelin Queen;SG;24;HOU;8;0;8.6;1.6;3.6;0.448;1;2.8;0.364;0.6;0.9;0.714;0.586;0.4;0.4;1;0.6;1.1;1.8;0.4;0.6;0;0.9;0.8;4.6
454;Neemias Queta;C;22;SAC;6;0;6.7;0.8;2.5;0.333;0;0;0;0.8;2.5;0.333;0.333;0.5;0.7;0.75;1;1.2;2.2;0.5;0.2;0.2;0.3;1.2;2.2
455;Immanuel Quickley;PG;22;NYK;42;2;22.4;3.4;8.8;0.385;1.8;5.1;0.344;1.6;3.7;0.442;0.485;1.7;1.9;0.913;0.3;2.1;2.5;2.8;0.7;0.1;1.3;2.2;10.3
456;Jahmi'us Ramsey;SG;20;SAC;15;0;5.5;0.9;2.3;0.412;0.1;0.7;0.182;0.8;1.5;0.522;0.441;0.3;0.7;0.5;0.1;0.3;0.3;0.2;0.1;0.1;0.1;0.3;2.3
457;Julius Randle;PF;27;NYK;44;44;35.4;6.8;16.5;0.411;1.7;5.5;0.308;5.1;11;0.462;0.462;3.5;4.7;0.757;1.8;8.2;10;5.1;0.8;0.7;3.4;2.8;18.8
458;Austin Reaves;SG;23;LAL;27;0;21.1;2.1;4.3;0.487;0.8;2.4;0.338;1.3;1.9;0.68;0.583;1.1;1.3;0.857;0.4;2.1;2.6;1;0.3;0.1;0.6;1.6;6.1
459;Cam Reddish;SF;22;ATL;34;7;23.4;4.1;10.1;0.402;1.7;4.5;0.379;2.4;5.6;0.421;0.487;2.1;2.4;0.9;0.6;1.9;2.5;1.1;1;0.3;1.3;1.3;11.9
460;Davon Reed;SG;26;DEN;18;2;16.6;1.7;3.7;0.47;0.7;1.7;0.419;1;1.9;0.514;0.568;0.2;0.3;0.8;0.5;2.4;2.9;1.2;0.9;0.2;0.2;1.7;4.4
461;Paul Reed;C;22;PHI;21;2;8.8;1;2;0.465;0;0.2;0;1;1.9;0.513;0.465;0.1;0.4;0.375;1;1.3;2.2;0.5;0.6;0.5;0.3;1.3;2
462;Naz Reid;C;22;MIN;42;5;16.5;3.2;6.9;0.457;0.8;2.5;0.34;2.3;4.5;0.521;0.517;1.6;2.2;0.736;1.5;2.6;4.1;0.8;0.5;1;1;2.2;8.8
463;Nick Richards;C;24;CHO;33;5;8.9;1.5;2.2;0.685;0;0;0;1.5;2.2;0.685;0.685;0.7;0.9;0.828;0.8;1.3;2.1;0.3;0.3;0.6;0.5;1.3;3.8
464;Josh Richardson;SG;28;BOS;35;0;25.4;3.5;8;0.443;1.4;3.5;0.402;2.1;4.5;0.475;0.53;1.5;1.7;0.85;0.6;2.1;2.7;1.6;0.9;0.5;0.8;1.9;9.9
465;Austin Rivers;SG;29;DEN;31;9;20.3;2.1;5.5;0.379;1.1;3.6;0.313;0.9;1.8;0.509;0.482;0.4;0.6;0.611;0.4;1.4;1.7;1;0.5;0.1;0.8;1.6;5.6
466;Duncan Robinson;SG;27;MIA;43;38;27.4;3.9;10.2;0.387;3;8.5;0.352;0.9;1.7;0.563;0.534;0.7;0.8;0.806;0.4;2.8;3.2;1.5;0.7;0.2;0.8;2.6;11.5
467;Justin Robinson;PG;24;DET;5;0;18.2;1.8;5.6;0.321;1.6;4.2;0.381;0.2;1.4;0.143;0.464;0.4;1.2;0.333;0.4;1;1.4;1.8;0.2;0.2;1;1.6;5.6
468;Mitchell Robinson;C;23;NYK;42;33;25.1;3.5;4.5;0.788;0;0;0;3.5;4.5;0.788;0.788;1.3;2.4;0.55;3.5;4.8;8.3;0.4;0.5;1.5;0.8;2.7;8.4
469;Jeremiah Robinson-Earl;C;21;OKC;41;33;23;2.7;6.5;0.408;1.1;3.3;0.336;1.5;3.2;0.485;0.494;0.7;1;0.707;1.6;4.2;5.9;1;0.6;0.3;0.8;1.6;7.1
470;Isaiah Roby;PF;23;OKC;18;5;13.7;2.6;4.7;0.56;0.6;1.2;0.5;2;3.4;0.581;0.625;0.9;1.2;0.762;1.1;2.2;3.3;0.7;0.2;0.3;0.8;1.4;6.7
471;Rajon Rondo;PG;35;CLE;3;0;21.7;3.3;8;0.417;2;4.7;0.429;1.3;3.3;0.4;0.542;1.7;2;0.833;0.3;3.7;4;4.7;1;0;2.3;2;10.3
472;Derrick Rose;PG;33;NYK;26;4;24.5;4.7;10.5;0.445;1.4;3.5;0.402;3.3;7;0.467;0.513;1.2;1.2;0.968;0.8;2.2;3;4;0.8;0.5;1.5;0.6;12
473;Terrence Ross;SG;30;ORL;39;0;25.4;4;9.8;0.406;1.4;4.5;0.31;2.6;5.4;0.486;0.477;2.3;2.7;0.867;0.4;2.4;2.7;2.1;0.5;0.2;1.4;1.3;11.7
474;Terry Rozier;SG;27;CHO;37;37;32.7;6.9;15.7;0.439;3.1;8;0.38;3.8;7.7;0.5;0.536;1.9;2.4;0.818;0.7;3.4;4.1;3.9;1.1;0.4;1.1;1.4;18.8
475;Ricky Rubio;PG;31;CLE;34;8;28.5;4.4;12.1;0.363;1.7;5.1;0.339;2.6;7;0.38;0.434;2.6;3;0.854;0.4;3.7;4.1;6.6;1.4;0.2;2.6;2.2;13.1
476;D'Angelo Russell;PG;25;MIN;35;35;32.5;6.6;16.1;0.408;3.1;8.6;0.354;3.5;7.5;0.469;0.503;2.7;3.4;0.805;0.3;3.3;3.6;7;1;0.5;2.7;2.2;18.9
477;Domantas Sabonis;C;25;IND;44;43;34.9;7;12.2;0.577;0.8;2.4;0.327;6.3;9.8;0.637;0.609;4.1;5.5;0.744;3.2;8.7;11.9;4.9;1;0.4;3;3.1;19
478;Olivier Sarr;C;22;OKC;2;0;7;0.5;1.5;0.333;0;0.5;0;0.5;1;0.5;0.333;1;1;1;0;2.5;2.5;0;0;1;0;0.5;2
479;Tomáš Satoransk?;SG;30;NOP;31;3;14.9;1;3.3;0.311;0.2;1;0.167;0.9;2.4;0.37;0.335;0.6;0.8;0.76;0.6;1.5;2;2.3;0.5;0;0.7;1;2.8
480;Jordan Schakel;SG;23;WAS;2;0;7;0;3;0;0;1.5;0;0;1.5;0;0;0;0;0;1;0.5;1.5;0;0;0;0;0;0
481;Admiral Schofield;SF;24;ORL;15;1;12.6;1.5;2.8;0.524;0.5;1.4;0.333;1;1.4;0.714;0.607;0.1;0.2;0.667;0.4;2.3;2.7;0.7;0.1;0.2;0.6;1.5;3.5
482;Dennis Schröder;SG;28;BOS;40;25;31.7;5.8;13;0.443;1.5;4.3;0.359;4.3;8.8;0.484;0.502;2.8;3.3;0.85;0.6;2.9;3.5;4.7;1;0.1;2.2;2.5;15.9
483;Tre Scott;SF;25;CLE;2;0;5.5;1.5;3;0.5;0;0.5;0;1.5;2.5;0.6;0.5;0;0;0;0.5;0.5;1;0;0.5;0.5;0;1;3
484;Jay Scrubb;SG;21;LAC;14;0;6.8;1.1;2.9;0.375;0.4;1.4;0.263;0.7;1.5;0.476;0.438;0.3;0.5;0.571;0.1;0.6;0.8;0.5;0.2;0.2;0.4;0.4;2.8
485;Wayne Selden;SG;27;NYK;3;0;6.3;0.3;1.3;0.25;0.3;0.7;0.5;0;0.7;0;0.375;0.7;1.3;0.5;0;0.3;0.3;0.3;0;0;0;0.3;1.7
486;Alperen Þengün;C;19;HOU;39;2;18;3.1;6.2;0.494;0.3;1.2;0.289;2.7;5.1;0.54;0.521;2.3;3.3;0.701;1.7;2.9;4.6;2.6;0.8;0.8;2;2.9;8.8
487;Collin Sexton;SG;23;CLE;11;11;28.7;6.2;13.7;0.45;1;4.1;0.244;5.2;9.6;0.538;0.487;2.6;3.5;0.744;1.2;2.1;3.3;2.1;0.9;0;2.8;2.3;16
488;Landry Shamet;SG;24;PHO;40;7;20.2;2.4;6.5;0.372;1.6;4.5;0.35;0.9;2;0.42;0.492;1.1;1.3;0.843;0.2;1.8;2;1.6;0.5;0.1;0.6;1.2;7.5
489;Day'Ron Sharpe;PF;20;BRK;20;6;11.8;2.9;4.8;0.594;0.1;0.2;0.333;2.8;4.7;0.602;0.599;0.8;1.2;0.652;2.3;2.5;4.7;0.4;0.3;0.6;1;2.2;6.5
490;Pascal Siakam;PF;27;TOR;30;30;36.7;8;16.9;0.473;1.1;3.3;0.333;6.9;13.6;0.507;0.506;3.9;5.3;0.725;2;6.3;8.3;4.9;1.2;0.7;2.6;3.5;21
491;Chris Silva;PF;25;MIA;7;0;9;1.1;1.9;0.615;0;0;0;1.1;1.9;0.615;0.615;1.1;1.4;0.8;1.4;2.3;3.7;0.4;0;0;0.6;1.9;3.4
492;Marko Simonovic;C;22;CHI;9;0;3.9;0.4;1.7;0.267;0.1;0.6;0.2;0.3;1.1;0.3;0.3;0.9;1.2;0.727;0.6;0.6;1.1;0;0.1;0.1;0.2;0.7;1.9
493;Anfernee Simons;SG;22;POR;39;12;27.3;5.4;12.2;0.447;2.6;6.6;0.395;2.8;5.5;0.509;0.555;1.6;1.7;0.91;0.5;2.1;2.6;3.4;0.5;0.2;1.5;1.9;15.1
494;Jericho Sims;PF;23;NYK;14;0;6.4;0.4;0.6;0.75;0;0;0;0.4;0.6;0.75;0.75;0.2;0.3;0.75;0.6;1;1.6;0.1;0.1;0.4;0.1;0.4;1.1
495;Deividas Sirvydis;SG;21;DET;3;0;9;0.3;3.3;0.1;0.3;2.3;0.143;0;1;0;0.15;0;0;0;0;2;2;0.3;1;0.3;0;1.3;1
496;Javonte Smart;PG;22;MIL;13;1;12.3;0.8;3.3;0.256;0.3;1.4;0.222;0.5;1.9;0.28;0.302;0.4;0.5;0.833;0.3;1.2;1.5;1.1;0.3;0.2;0.7;0.8;2.4
497;Marcus Smart;PG;27;BOS;38;38;34.1;4;10.2;0.393;1.4;4.8;0.304;2.6;5.5;0.471;0.464;2.1;2.6;0.798;0.6;3.3;4;5.3;1.9;0.3;2;2.5;11.6
498;Dennis Smith Jr.;PG;24;POR;27;4;17.4;2.3;5.6;0.411;0.2;1;0.222;2.1;4.6;0.452;0.43;1.1;1.7;0.689;0.5;1.8;2.3;3.3;1.2;0.4;1.4;1.4;6
499;Ish Smith;PG;33;CHO;29;1;14.1;2;5.1;0.389;0.3;0.7;0.4;1.7;4.4;0.388;0.416;0.4;0.7;0.632;0.1;1.3;1.4;2.7;0.6;0.2;1.1;0.9;4.7
500;Jalen Smith;PF;21;PHO;22;4;13.9;2.4;5.1;0.46;0.3;1.4;0.233;2;3.8;0.542;0.491;1.5;1.9;0.829;2.2;3.3;5.5;0.2;0.2;0.6;0.8;1.7;6.6
501;Xavier Sneed;SF;24;MEM;2;0;4;0;1;0;0;1;0;0;0;0;0;0;0;0;0.5;0.5;1;0;0;0;0;1;0
502;Tony Snell;SG;30;POR;32;7;13.2;0.8;2.3;0.356;0.6;1.8;0.321;0.3;0.5;0.471;0.479;0.1;0.1;1;0.3;1.4;1.7;0.5;0.2;0.1;0.3;1.1;2.3
503;Jaden Springer;SG;19;PHI;2;0;3;0.5;0.5;1;0;0;0;0.5;0.5;1;1;0;0;0;0.5;0.5;1;0;0;1;0.5;0;1
504;Cassius Stanley;SG;22;DET;7;1;20.3;2.4;6;0.405;0.6;2.3;0.25;1.9;3.7;0.5;0.452;1.4;1.4;1;0.7;1.7;2.4;0.6;0.7;0.3;0.9;1.9;6.9
505;Nik Stauskas;SG;28;MIA;2;0;12;1.5;4;0.375;1;2;0.5;0.5;2;0.25;0.5;1.5;2;0.75;0.5;1;1.5;0.5;0;0;0;0.5;5.5
506;Lance Stephenson;SG;31;IND;10;0;19.2;3.5;8.2;0.427;0.9;3.2;0.281;2.6;5;0.52;0.482;0.9;1.1;0.818;0.3;2.2;2.5;3.9;0.8;0;1.7;2.3;8.8
507;Lamar Stevens;PF;24;CLE;30;8;15.2;2.2;4.7;0.464;0.4;1.3;0.342;1.7;3.4;0.51;0.511;0.5;0.7;0.636;0.7;1.6;2.4;0.7;0.4;0.2;0.5;1.5;5.2
508;Isaiah Stewart;C;20;DET;37;37;25.1;3.3;6.4;0.519;0.1;0.5;0.1;3.3;5.9;0.558;0.523;1;1.5;0.667;2.6;5.4;8;1.1;0.4;1.2;1.3;2.8;7.7
509;Max Strus;SF;25;MIA;35;8;23.8;4.1;8.9;0.455;2.7;6.5;0.412;1.4;2.4;0.571;0.606;0.9;1.1;0.775;0.4;3;3.4;1.3;0.3;0.2;0.7;1.5;11.7
510;Jalen Suggs;PG;20;ORL;26;23;27.7;4.4;12.2;0.364;1.1;4.5;0.25;3.3;7.7;0.43;0.41;2.8;3.7;0.753;0.7;3.1;3.8;3.9;1.2;0.4;3.4;2.8;12.8
511;Craig Sword;SG;28;WAS;3;0;6.3;1;1.3;0.75;0;0.3;0;1;1;1;0.75;0;0;0;0;0;0;0.3;1.3;0;0.3;2.3;2
512;Keifer Sykes;PG;28;IND;11;7;22.2;3;7.3;0.413;1.1;3.5;0.308;1.9;3.7;0.512;0.488;0.7;0.8;0.889;0.5;1.8;2.3;2.6;0.5;0.1;1.3;2.2;7.8
513;Jae'Sean Tate;SF;26;HOU;45;44;27.2;5;9.8;0.503;0.8;2.6;0.303;4.2;7.2;0.577;0.544;1.8;2.6;0.701;1.7;4;5.7;3.1;0.9;0.6;1.8;3.6;12.5
514;Jayson Tatum;SF;23;BOS;43;43;36.8;8.7;20.9;0.416;2.5;8.1;0.311;6.2;12.8;0.482;0.476;5.3;6.3;0.841;1.2;7.4;8.6;3.8;1;0.8;3;2.5;25.2
515;Terry Taylor;SG;22;IND;2;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.5;0.5;0.5;0;0;0;0;0
516;Garrett Temple;SG;35;NOP;43;12;19.4;2;5.2;0.39;1.2;3.4;0.352;0.8;1.8;0.462;0.504;0.5;0.7;0.733;0.6;2.1;2.7;1.2;0.8;0.4;0.8;1.6;5.7
517;Emanuel Terry;PF;25;PHO;3;0;6;0;1.7;0;0;0;0;0;1.7;0;0;0;0;0;2.7;2.3;5;0.7;0.3;0;1.7;1.3;0
518;Tyrell Terry;PG;21;MEM;2;0;1.5;0.5;0.5;1;0;0;0;0.5;0.5;1;1;0;0;0;0;0;0;0;0;0;0;0.5;1
